questions,ground_truth,modus,types_of_relation,atomic_idx,dataset_id,a,b,c
"If John eliminates the income gap, then Jessica feels cherished
John eliminates the income gap

What necessarily had to follow assuming that the above premises were true?
(a) Jessica feels cherished
(b) Jessica does not feel cherished
(c) Jessica may or may not feel cherished",a,ponens,If-Event-Then-MentalState,561,873-strong,Jessica feels cherished.,Jessica does not feel cherished.,Jessica may or may not feel cherished.
"If John decreases stress enough to solve fewer problems, then John feels joy
John decreases stress enough to solve fewer problems

What necessarily had to follow assuming that the above premises were true?
(a) John feels joy
(b) John does not feel joy
(c) John may or may not feel joy",a,ponens,If-Event-Then-MentalState,561,874-strong,John feels joy.,John does not feel joy.,John may or may not feel joy.
"If John solves enough puzzles, then John feels happy
John solves enough puzzles

What necessarily had to follow assuming that the above premises were true?
(a) John feels happy
(b) John does not feel happy
(c) John may or may not feel happy",a,ponens,If-Event-Then-MentalState,561,875-strong,John feels happy.,John does not feel happy.,John may or may not feel happy.
"If John solves the math equation, then Jessica smiles
John solves the math equation

What necessarily had to follow assuming that the above premises were true?
(a) Jessica smiles
(b) Jessica does not smile
(c) Jessica may or may not smile",a,ponens,If-Event-Then-MentalState,561,876-strong,Jessica smiles.,Jessica does not smile.,Jessica may or may not smile.
"If John solves puzzles quickly, then Jessica feels happy
John solves puzzles quickly

What necessarily had to follow assuming that the above premises were true?
(a) Jessica feels happy
(b) Jessica does not feel happy
(c) Jessica may or may not feel happy",a,ponens,If-Event-Then-MentalState,561,877-strong,Jessica feels happy.,Jessica does not feel happy.,Jessica may or may not feel happy.
"If John clears the path in their home, then John will start walking
John clears the path in their home

What necessarily had to follow assuming that the above premises were true?
(a) John will start walking
(b) John will not start walking
(c) John may or may not start walking",a,ponens,If-Event-Then-MentalState,562,878-strong,John will start walking.,John will not start walking.,John may or may not start walking.
"If John turns off the television, then John finishes the report
John turns off the television

What necessarily had to follow assuming that the above premises were true?
(a) John finishes the report
(b) John does not finish the report
(c) John may or may not finish the report",a,ponens,If-Event-Then-MentalState,562,879-strong,John finishes the report.,John does not finish the report.,John may or may not finish the report.
"If John lowers a hurdle low enough to step over, then John can walk past it
John lowers a hurdle low enough to step over

What necessarily had to follow assuming that the above premises were true?
(a) John can walk past it
(b) John cannot walk past it
(c) John may or may not be able to walk past it",a,ponens,If-Event-Then-MentalState,562,880-strong,John can walk past it.,John cannot walk past it.,John may or may not be able to walk past it.
"If John turns down the music volume to help Jessica study, then John becomes supportive
John turns down the music volume to help Jessica study

What necessarily had to follow assuming that the above premises were true?
(a) John becomes supportive
(b) John does not become supportive
(c) John may or may not become supportive",a,ponens,If-Event-Then-MentalState,562,881-strong,John becomes supportive.,John does not become supportive.,John may or may not become supportive.
"If John turns off their phone notifications, then John finishes their report faster
John turns off their phone notifications

What necessarily had to follow assuming that the above premises were true?
(a) John finishes their report faster
(b) John does not finish their report faster
(c) John may or may not finish their report faster",a,ponens,If-Event-Then-MentalState,562,882-strong,John finishes their report faster,John does not finish their report faster,John may or may not finish their report faster
"If John lowers their stress below 50% of their current level, then John will feel better
John lowers their stress below 50% of their current level

What necessarily had to follow assuming that the above premises were true?
(a) John will feel better
(b) John will not feel better
(c) John may or may not feel better",a,ponens,If-Event-Then-MentalState,562,883-strong,John will feel better.,John will not feel better.,John may or may not feel better.
